340.85,340.85,340.35,340.35,340.35,340.35,340.35,340.35,340.35,340.35,363.47,363.47,340.35,363.47,363.47,363.47,356.32,356.32,356.32,356.32,356.32,356.32,363.47,363.47,363.47,363.47,363.47,363.47,340.35,340.35,356.32,340.85,340.35,363.47,363.47,340.35,340.35,340.85,340.85,363.47,363.47,340.85,340.85,340.85,340.35,340.35,363.47,363.47,340.85,340.85,340.85,363.47,363.47,340.35,340.85,340.85,340.85,363.47,340.35,340.35,340.35,340.35,363.47,340.35,340.35,340.35,356.32,340.35,340.85,340.85,340.85,340.35,340.35,363.47,340.85,340.85,340.85,340.85,340.85,340.85,363.47,363.47,363.47,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.85,363.47,363.47,340.85,340.85,340.85,363.47,363.47,340.85,340.85
340.85,340.35,340.35,340.35,363.47,340.35,340.35,340.35,340.35,340.35,340.35,340.35,340.35,363.47,363.47,363.47,340.35,340.35,340.35,340.35,356.32,356.32,363.47,363.47,340.35,363.47,363.47,363.47,340.35,340.35,356.32,340.85,340.35,363.47,363.47,363.47,340.35,340.35,363.47,340.35,340.85,340.85,340.85,340.85,340.35,363.47,363.47,363.47,363.47,340.85,363.47,363.47,363.47,340.85,340.85,363.47,363.47,363.47,340.85,340.85,340.85,340.85,340.85,340.85,340.85,356.32,356.32,340.35,340.85,340.85,340.85,340.35,340.35,340.35,340.85,340.85,340.85,340.85,340.85,340.85,363.47,363.47,363.47,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.85,363.47,363.47,340.85,340.85,340.85,340.35,363.47,340.85,340.85
340.35,340.35,340.35,340.35,340.35,340.35,340.35,340.35,340.35,340.35,340.35,340.35,356.32,340.35,340.35,363.47,363.47,363.47,363.47,363.47,356.32,356.32,363.47,363.47,340.35,340.35,340.35,340.35,340.35,340.35,356.32,340.85,340.35,363.47,363.47,340.85,363.47,340.35,356.32,340.85,340.85,340.85,340.85,340.35,340.35,363.47,363.47,363.47,340.85,340.85,340.85,363.47,363.47,340.85,340.85,340.85,340.85,363.47,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.35,340.35,340.35,363.47,340.85,340.85,340.35,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.85,363.47,363.47,363.47,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.35,363.47,363.47,340.35,340.85,340.85,340.35,363.47,363.47,340.85
340.35,363.47,363.47,363.47,363.47,340.35,340.35,340.35,340.35,340.35,340.35,340.35,340.35,363.47,340.35,363.47,363.47,340.35,340.35,363.47,340.35,356.32,363.47,340.35,340.35,340.35,340.35,340.35,340.35,340.35,340.85,340.85,340.35,363.47,340.35,340.85,363.47,340.85,340.85,340.85,340.85,340.85,340.85,363.47,363.47,340.85,363.47,363.47,363.47,340.85,340.85,340.35,363.47,340.85,340.85,340.85,363.47,340.35,340.35,340.85,340.85,363.47,340.85,340.85,340.85,340.85,363.47,363.47,363.47,340.85,340.85,340.85,363.47,340.85,340.85,340.85,340.85,340.85,340.85,340.85,363.47,363.47,363.47,340.85,340.85,340.85,363.47,340.35,340.85,340.35,340.85,363.47,363.47,363.47,340.85,340.35,363.47,363.47,363.47,340.35
363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,340.35,363.47,363.47,340.35,340.35,363.47,340.35,356.32,363.47,363.47,340.35,340.35,340.35,340.35,340.35,340.35,340.85,340.85,340.35,363.47,340.35,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.85,363.47,363.47,340.85,340.85,340.85,363.47,363.47,340.85,340.85,340.85,340.85,363.47,340.35,340.35,340.85,340.35,340.85,340.85,340.85,340.85,363.47,363.47,363.47,340.85,340.85,340.85,363.47,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.85,363.47,363.47,340.85,340.85,340.85,363.47,340.85,340.85,340.35,340.85,363.47,363.47,340.85,340.85,340.85,363.47,363.47,363.47,363.47
363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,340.35,363.47,363.47,340.35,340.35,363.47,340.35,356.32,363.47,363.47,340.35,340.35,340.35,340.35,340.35,340.35,340.85,340.85,340.35,363.47,340.35,340.85,356.32,340.85,363.47,363.47,363.47,363.47,340.85,363.47,363.47,363.47,363.47,363.47,340.85,340.85,340.85,363.47,363.47,340.85,340.85,340.85,340.85,363.47,340.35,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,340.85,363.47,340.85,340.35,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.85,363.47,363.47,340.85,340.85,363.47,363.47,363.47,363.47,340.35,340.35,363.47,363.47,340.35,340.85,340.85,340.35,363.47,340.35,340.85
363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,340.35,340.35,340.35,340.35,363.47,340.35,363.47,363.47,340.35,340.35,363.47,340.35,340.85,363.47,363.47,340.35,340.35,340.35,340.35,340.35,340.35,340.85,340.85,340.35,363.47,340.35,356.32,356.32,340.85,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,340.35,363.47,340.85,340.35,340.85,363.47,363.47,340.85,340.85,340.85,340.85,340.85,340.85,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,340.85,340.85,340.85,340.85,363.47,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.85,363.47,363.47,340.35,363.47,363.47,363.47,363.47,363.47,340.85,340.85,363.47,363.47,340.85,340.85,340.85,340.35,363.47,340.85,340.85
363.47,340.85,363.47,340.35,363.47,340.35,363.47,340.35,340.35,340.35,363.47,340.35,340.35,363.47,340.35,363.47,363.47,363.47,363.47,363.47,340.35,356.32,363.47,363.47,340.35,340.35,340.35,340.35,340.35,340.35,340.85,340.85,340.35,363.47,340.35,356.32,340.85,340.85,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,340.85,340.85,340.85,340.85,340.85,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.85,363.47,363.47,363.47,340.35,363.47,363.47,363.47,363.47,363.47,356.32,340.35,340.35,363.47,340.85,356.32,340.85,340.35,363.47,340.85,340.85
340.85,340.85,356.32,340.35,340.35,356.32,356.32,356.32,356.32,356.32,356.32,340.85,356.32,340.85,340.35,363.47,340.35,340.35,340.35,340.35,340.35,356.32,363.47,363.47,340.35,340.35,340.35,340.35,340.35,340.35,356.32,340.35,340.35,363.47,340.85,340.85,340.35,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,340.85,340.85,340.85,340.35,340.85,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.85,363.47,363.47,363.47,340.35,363.47,363.47,363.47,363.47,363.47,356.32,340.35,340.35,340.35,340.35,340.35,340.35,340.35,363.47,340.85,340.85
340.85,340.85,340.85,340.35,363.47,340.35,340.35,340.35,340.35,340.35,340.35,340.35,340.35,340.35,340.35,363.47,356.32,356.32,356.32,356.32,356.32,356.32,363.47,363.47,340.35,340.35,340.35,340.35,340.35,340.35,356.32,340.35,340.35,363.47,340.35,340.35,340.35,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,340.85,340.85,340.85,340.35,340.35,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,363.47,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.85,340.85,363.47,363.47,363.47,340.85,363.47,363.47,363.47,363.47,363.47,340.35,356.32,340.35,340.35,340.35,340.85,363.47,363.47,363.47,340.85,340.85
